time_s,K=0.0_mean,K=0.0_std,K=1.0_mean,K=1.0_std,learned_mean,learned_std
0.6,0.6393268746989114,0.1547191938674758,0.6459632047585079,0.15152468848557868,0.6459869572094509,0.1515485833471811
0.62,0.637716510466167,0.1524325152474716,0.644668140581676,0.1484931482437496,0.6446897387504578,0.1485164299561371
0.64,0.6377120614051819,0.14970509027449905,0.6439447104930878,0.14569556943212855,0.6439590113503593,0.145719027950415
0.66,0.6367707550525665,0.14730624429664135,0.6437177615506309,0.14296386960241297,0.643719847713198,0.1429872636409705
0.68,0.6351084240845272,0.14512264353824972,0.6440271777766091,0.1404228711534089,0.6440627319472176,0.1404393415225992
0.7000000000000001,0.6338727176189423,0.14318880348975643,0.6444446359361921,0.13824258527387104,0.6445059818880898,0.13825431945366506
0.72,0.6334549146039146,0.14193284369285822,0.6448946935789925,0.13652561297126486,0.6449545707021441,0.13654275705066654
0.74,0.6332251472132546,0.14127820762983928,0.6453883009297507,0.13532425593702113,0.6454499108450753,0.13534608590682726
0.76,0.6327049306460789,0.14042031338980301,0.6459552390234811,0.13462365406976926,0.6460274415356773,0.1346446972252875
0.78,0.6321896995816912,0.1397577997024986,0.6465336084365845,0.1344216823748429,0.6466186004025596,0.1344391071703245
0.8,0.6320120436804635,0.13958450865923724,0.6471302935055324,0.13468375906174723,0.6472199218613761,0.13469650274882902
0.8200000000000001,0.6320549079350063,0.13949473381990365,0.6475934045655387,0.13524479150033558,0.6476913264819554,0.13525271080296244
0.84,0.6320558360644749,0.1384089671404834,0.6479908994265965,0.13591933078824073,0.6481075201715741,0.13591929681389184
0.86,0.6311501605170113,0.13603651778982098,0.6484972664288112,0.13673546821808816,0.6486410668918065,0.13672356354353077
0.88,0.6297737870897565,0.1334300743351218,0.6491029262542725,0.1376309545276687,0.6492890204702105,0.13760626763802905
0.9,0.6290816579546247,0.132506863515698,0.6498692631721497,0.13862865389837029,0.6501120754650661,0.1385874118714429
0.92,0.6270977088383266,0.1299471844834478,0.6509241887501308,0.13976732460526825,0.6512358018330165,0.13970367913509243
0.9400000000000001,0.6233303121158055,0.1253043346117855,0.6524780222347805,0.14110841766060128,0.652869096824101,0.14101189746276555
0.96,0.618814868586404,0.12090327753047926,0.6546469245638166,0.14241201421365754,0.6551244599478585,0.1422595766028119
0.98,0.6127968515668597,0.11704508941122661,0.6573382190295628,0.14324159261489405,0.6579116327422005,0.1430048124656732
1.0,0.6056554317474365,0.11597998043957918,0.6604346718106952,0.14322434250623903,0.6611142499106271,0.14288568122182874
1.02,0.5981903331620353,0.1193595367753987,0.6643134525844029,0.142709116014748,0.6650840554918561,0.14224015437649093
1.04,0.5925950961453574,0.1265482888654826,0.6692349399839129,0.1415868809038106,0.6701030816350665,0.14102875789295682
1.06,0.5919325394289834,0.1340292047472931,0.6752103056226458,0.13968836987958821,0.676146388053894,0.13903083103640812
1.08,0.5939142746584756,0.1411922053701651,0.6821782503809247,0.1372033630137297,0.6831500785691398,0.13643337663516045
1.1,0.5942447057792118,0.14792251342403917,0.6888402444975716,0.13468415744319115,0.6898320317268372,0.13383791145087157
1.12,0.5937751957348415,0.15444635978276264,0.6946834325790405,0.13284137727246104,0.6957020163536072,0.13201003338753176
1.1400000000000001,0.5932879958833966,0.16123450834138667,0.6996519650731768,0.13182032759128065,0.7006794554846627,0.1310245166848361
1.16,0.5927086387361798,0.16825527486212716,0.7044565422194344,0.1310007525017004,0.7054804052625384,0.1302226455256477
1.18,0.5914652475288936,0.17523275192850118,0.7092250841004508,0.13024994770849688,0.7102324877466474,0.12947468335589066
1.2,0.5901394401277814,0.18179100428670242,0.7138548237936837,0.12954329933997444,0.7148268563406808,0.128761505756926
1.22,0.5891483085496085,0.1876902036435974,0.7182067802974156,0.128859254993906,0.7191444124494281,0.1280611567418819
1.24,0.5885904431343079,0.1927480960646302,0.7221020545278277,0.12810849669789262,0.7230093564305987,0.12729580208050725
1.26,0.5885502994060516,0.19682719260921433,0.7254107594490051,0.12714715942811738,0.7262875608035496,0.1263245974622197
1.28,0.5891185807330268,0.19985268715420548,0.7280135580471584,0.12585621843340827,0.7288906574249268,0.1250109268645928
1.3,0.5904504805803299,0.20191419593797358,0.7298357912472316,0.12412914977453551,0.7307174801826477,0.12325807994284209
1.32,0.5924374567610877,0.20310492900611307,0.7308828575270516,0.1218414940107175,0.7317759479795184,0.12094166840625643
1.34,0.5946528762578964,0.20340014089371142,0.7311592868396214,0.11891552795684639,0.7320781094687325,0.11798445942519051
1.36,0.5966469879661288,0.20269155777210238,0.7306728192738124,0.11528526310496354,0.7316404410770961,0.11430852919029431
1.3800000000000001,0.5980971285275051,0.2009071851814791,0.7294440014021737,0.11094614550891493,0.7304643648011344,0.10995517363897625
1.4000000000000001,0.597774646111897,0.19713073002113427,0.7274330939565387,0.10594165614841883,0.7285432134355817,0.10492918509832629
1.42,0.5960597438471658,0.1922758169098188,0.7246528267860413,0.10035127194744613,0.7258683102471488,0.09930580263367701
1.44,0.5947293000561851,0.1872890159591755,0.7212127617427281,0.09437275784973986,0.7225065316472735,0.0932574173577691
1.46,0.5941991380282811,0.1822069842148573,0.7173402735165187,0.08829970893400736,0.7187209555080959,0.08713060430220064
1.48,0.5935947809900556,0.1778133519707449,0.7130542993545532,0.08218832044546615,0.7145373480660575,0.08098450111188168
1.5,0.5928348430565425,0.17413860156862562,0.7083664536476135,0.0761644469000867,0.7099788529532296,0.07496589009192728
1.52,0.5926258095673153,0.17079560946532527,0.7033867750849042,0.07052266763120377,0.7051295127187457,0.06937472452706836
1.54,0.5930876646723066,0.1676745275856212,0.6982640198298863,0.06557490064096089,0.700154994215284,0.06456247529161566
1.56,0.5941501600401742,0.1648278631854761,0.6930428232465472,0.061559978909899386,0.695099413394928,0.060782636013425116
1.58,0.5957177111080715,0.16241172917042254,0.6877776299204145,0.05873899262854712,0.6900127785546439,0.05829980143149138
1.6,0.5976792233330863,0.16062529144409032,0.6825253878320966,0.057374140621000345,0.6849467584065029,0.057352091427421564
1.62,0.599907921893256,0.15968232959927828,0.6773314220564706,0.057614483352756804,0.6799388527870178,0.05804010942869936
1.6400000000000001,0.6022472679615021,0.15982398518617694,0.6722945656095233,0.05936966801672053,0.6750590630940029,0.06021999204394294
